0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.9904261784161107,0.009573821583889157,0.015440622478828688,0.9845593775211712,0.0050975073516631685,0.9949024926483369,0.9899006631302061,0.010099336869793944,0.017987548464743777,0.9820124515352562,0.9920712938817654,0.007928706118234747,0.9850514322386296,0.014948567761370346,0.9956979649683814,0.0043020350316187,0.0066467464314716755,0.9933532535685282,0.007329136439501173,0.9926708635604987
0.9943035131308935,0.005696486869106462,0.009515663099781234,0.9904843369002189,0.003151555708360105,0.99684844429164,0.9924371878972345,0.007562812102765597,0.015090544436797264,0.9849094555632026,0.9938792886703168,0.006120711329683079,0.9892257553440674,0.010774244655932595,0.9964849625186777,0.003515037481322332,0.004320560698629559,0.9956794393013705,0.005062741498503844,0.9949372585014963
0.9934016609992083,0.006598339000791643,0.009517312930746709,0.9904826870692532,0.002931610064568352,0.9970683899354317,0.9923136329257999,0.007686367074200076,0.015497258828932173,0.9845027411710677,0.9938813998606814,0.00611860013931864,0.9878950711644616,0.012104928835538313,0.9964471427997642,0.0035528572002358114,0.004504905726552623,0.9954950942734474,0.005036939940412564,0.9949630600595875
0.9924729804076199,0.007527019592380186,0.011617490095674496,0.9883825099043255,0.0033466582248743424,0.9966533417751255,0.9911210616999206,0.008878938300079386,0.017168175881086233,0.9828318241189137,0.9928806369007337,0.00711936309926643,0.986584280222454,0.013415719777545894,0.9965297072388938,0.003470292761106264,0.0050370297184827925,0.9949629702815173,0.005776985923480284,0.9942230140765198
0.9940456913670858,0.005954308632914333,0.009947471634658272,0.9900525283653416,0.0027862975734094277,0.9972137024265905,0.9928042022302045,0.007195797769795535,0.015571541806997123,0.9844284581930028,0.9941092691277021,0.00589073087229789,0.9877904297666645,0.012209570233335354,0.996845270023277,0.003154729976722892,0.003928841618334044,0.9960711583816659,0.004749344919584472,0.9952506550804154
0.9909814033101075,0.00901859668989252,0.013733474808222023,0.986266525191778,0.0036975229285252263,0.9963024770714749,0.9905791745761173,0.009420825423882733,0.017891884529731075,0.982108115470269,0.991935552503923,0.008064447496076946,0.9834704543795753,0.016529545620424826,0.996028210214272,0.003971789785727988,0.00568879371246483,0.9943112062875352,0.006766710107437358,0.9932332898925627
0.9920885856505736,0.007911414349426542,0.012282910734556198,0.9877170892654438,0.0036108188443023585,0.9963891811556976,0.9913661745569682,0.008633825443031845,0.01594668095652415,0.9840533190434758,0.9933679171054144,0.006632082894585558,0.9855442386577463,0.014455761342253648,0.9962518811411873,0.0037481188588125935,0.005296046621446895,0.994703953378553,0.00530375451335171,0.9946962454866484
0.9939756979404875,0.006024302059512585,0.011477960914340848,0.9885220390856592,0.004141305335220125,0.9958586946647798,0.9918548622596632,0.008145137740336851,0.015393914298343385,0.9846060857016566,0.9937907446369774,0.006209255363022723,0.9856083613864459,0.014391638613554213,0.9952760540205933,0.004723945979406761,0.005346418108475936,0.994653581891524,0.004651683240241407,0.9953483167597585
0.993531193650435,0.00646880634956506,0.008790241512383867,0.9912097584876162,0.0033738833339241403,0.9966261166660759,0.9919789252375819,0.00802107476241806,0.013978291642663572,0.9860217083573365,0.993035101330153,0.006964898669846871,0.9862003734311333,0.01379962656886665,0.9952670631977545,0.00473293680224551,0.006124921695686948,0.9938750783043131,0.004348827347949792,0.9956511726520502
0.9948122766249198,0.0051877233750802325,0.010052259769871329,0.9899477402301287,0.0029245949024146994,0.9970754050975853,0.9918502326017495,0.00814976739825041,0.01489607535120125,0.9851039246487987,0.992902123874758,0.007097876125241963,0.9850490578074504,0.014950942192549516,0.996334347123039,0.003665652876960856,0.00588404830633879,0.9941159516936612,0.004370353711493654,0.9956296462885064
