Observation,Absolute Change,Previous Absolute Change,Centered Mean (w=6),Centered Std (w=6),Left Mean (w=6),Left Std (w=6),Right Mean (w=6),Right Std (w=6),Centered Mean (w=14),Centered Std (w=14),Left Mean (w=14),Left Std (w=14),Right Mean (w=14),Right Std (w=14)
0.3275525316907669,-0.12158854614546716,-0.4197085297583083,-1.3325688049997904,0.08364879008870474,-1.5825699309719643,0.6443915751175405,-0.15257920255614754,-0.5604983994112497,-2.2738517112978585,0.08441495551665729,-1.3143945673327766,0.4621877822597001,-1.5451227220297752,-0.09006298767808243
0.7562730125921163,-0.5948101883846206,-0.1216582051334282,0.10264075444455575,-0.7789280996632029,-0.17381820956119343,-0.9122395517602893,0.3074311769026598,-0.2103217522703567,-2.1038782114081367,0.16721705296832542,-1.7242358489616034,0.3768151901402405,-0.9212102625068183,0.14068530710484534
0.12061899052540424,-0.3948914659307983,-0.5949012277048947,0.3398856079265731,-0.8634062214448611,-0.3089862922114101,-0.714895984534317,0.7514664335885377,-0.7876023839482406,-1.8908490981891464,0.190677046406458,-2.529315868384829,0.7232963850065726,0.15234944508738135,-0.9092038162150956
-0.19601546207750004,-0.703096624001366,-0.3949734728477752,0.2089138830436814,-0.8270004818355912,-0.15278920398573836,-0.5606428651831393,0.42476835542845165,-0.5327239945898592,-1.1629019353934928,-0.1613153206331652,-1.6953162514537037,0.3958019268696915,0.2335320835892847,-0.9570957167563575
0.6693943025176499,-0.17292418955770641,-0.7031925557436508,0.5205968627754041,-0.7150556585749781,0.30727785061367624,-0.21046170412243498,0.37055742589841245,-0.607408740446334,-1.3158447272965506,-0.2644847094054804,-2.156897558632794,-0.011211360688086165,0.5030116614561627,-0.8430470308861886
-0.9636906775406653,0.5687276831670605,-0.17299616790940253,0.3419767092451114,-0.4835118049064284,0.7513678142403777,-0.7877497771831218,-0.30603451422001776,-0.006244540534930321,-1.1222826621691169,-0.38641665221921706,-1.4665944827067607,-0.11130139237127112,0.0557630998086978,-0.51327123420696
0.25593832307716885,0.16928740521529848,0.5686892129267525,0.3076545722833313,-0.4913007464029067,0.424629485554776,-0.532868102338342,-0.024022560119251458,0.044537482328886685,-1.1215342119854643,-0.386182152224141,-1.850850845731342,-0.2342759075388746,0.4412017414951259,-0.6269070632586541
1.2960713880134265,-0.004123816305520755,0.16923088811254902,0.5663606884525565,-0.23096477601569332,0.370411877018804,-0.6075538109116533,0.36701394687748884,0.49166046982553213,-0.5267741961577974,-0.1524341716797173,-1.5436508336136607,-0.08938949263796707,0.8819742943373124,-0.3295972926463506
1.1679600787684978,-0.8852290408191278,-0.004188168192675615,1.0683139317025803,-0.05205378004906662,-0.3062634219651046,-0.006381861748510515,1.6971300228860036,-0.40239860721745396,0.11815247312442122,-0.036890802162048784,-0.9201290849112204,0.14148002803670734,1.0693329171933046,-0.21110169584804456
-1.8565657848407315,1.9130002561049781,-0.8853332013727115,0.2724713647990906,0.7113867984627925,-0.024216722850170572,0.04440081571629413,0.37896115011963544,1.5274207034345155,0.2562714586558777,-0.2015619085974315,0.15275833062048627,-0.9089606648856408,0.16951689896133446,0.5116408353222437
-0.5427953866379053,0.2602375132993682,1.9130225206066247,-0.30848793560089693,0.6853532041413608,0.366867961426923,0.4915295668106205,-0.7684623907030725,1.1029146205202878,0.1953484236499768,-0.1833777336432551,0.23389013036317485,-0.9568777259090462,0.011697490877462628,0.5513390493543238
0.6591983303777623,0.15224993826817537,0.2601851053568117,0.4693049058181078,0.5925972141525105,1.6971479131195484,-0.4025410350185366,-1.0859216078800955,0.6933779576477237,0.4058846951606422,-0.14534550644518068,0.5032009528455854,-0.8427691234372827,0.007057307943007778,0.5494150736480887
-0.13524920718396882,-0.2414808753956125,0.15219265140624208,0.2818226693836206,0.6014801438085295,0.3788166366128645,1.5273031517914795,-0.011847515271486695,-0.3324476664334656,0.3500586124693153,-0.14105718558548214,0.05623247031792161,-0.5128200757918162,0.38408069719936067,0.40017593994977413
